h3_index,city,service_count,Culture,Education,Financial,Food,Food Retail,Health,Professional Services,Public Services,Public Utilities,Recreation,Religion,Retail,Security,Services,Sports,Tourism,Transportation,lat,lng
8a1e929920cffff,Cagliari,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.21358902123942,9.126723927086607
8a1e92992397fff,Cagliari,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39.21332513915984,9.12825233716896
8a1e92992c17fff,Cagliari,13,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39.21740111586941,9.111019798644675
8a1e92992d9ffff,Cagliari,8,0,0,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,39.21675382647117,9.108383396578006
8a1e92990b0ffff,Cagliari,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39.24616191201592,9.142326005659555
8a1e92994487fff,Cagliari,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.246354081979696,9.109261489975054
8a1e9299471ffff,Cagliari,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39.24894329823515,9.119811109093721
8a1e92996ca7fff,Cagliari,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39.234775722534884,9.093326331794682
8a1e92996117fff,Cagliari,5,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,39.23645518379556,9.10276496193651
8a1f9941e827fff,Pavia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.19664095851743,9.176576404619166
8a1f9941e607fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.17997383138134,9.18332626539787
8a1f9941058ffff,Pavia,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,45.19496581164697,9.119966821297487
8a1f99410757fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.196051679181174,9.135009009346362
8a1f9941014ffff,Pavia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.20448768850329,9.134683551270193
8a1f9941ec57fff,Pavia,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,45.18887926887159,9.171978821426546
8a1f994138d7fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.1891485589835,9.147097888265844
8a1f99410ab7fff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.20537363779656,9.135872608603606
8a1f9941070ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19627639301188,9.13336954690975
8a1f99410777fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19716239992781,9.13455845932709
8a1f994134e7fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.17716680306938,9.142666623375824
8a1f994025affff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.2193078551214,9.164292357856237
8a1f9941e19ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.186206311850064,9.176158001732917
8a1f9941eb27fff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.197510593173355,9.185515002449758
8a1f9941616ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.20253767299566,9.102958341305815
8a1f994130f7fff,Pavia,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45.18248284418282,9.149799894513851
8a1f9941ed2ffff,Pavia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.19266294595636,9.167349306817634
8a1f9941e197fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.18643170744145,9.174518481862759
8a1f9941e567fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.18554595536942,9.173329023770616
8a1f99418d57fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.194369097566636,9.200723336646332
8a1f9941020ffff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.20003188767248,9.144233238623123
8a1f99413da7fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.1869536359363,9.132506348455117
8a1f994104effff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.194067564771565,9.12652426031284
8a1f99412b2ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19118466473557,9.12459748569947
8a1f9941398ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19182012658907,9.142918260028168
8a1f994100cffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19915909311617,9.135296853000916
8a1f9941572ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.217564024234484,9.14641350240749
8a1f9941e52ffff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.184885534944826,9.170500136687233
8a1f994a9847fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.1586481678534,9.185765985696495
8a1f9941ea8ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19084389539672,9.188214673080573
8a1f99402227fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.224590860039825,9.186934528445995
8a1f9941301ffff,Pavia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.18359383950621,9.14934958850278
8a1e92d6c987fff,Cagliari,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39.2060128376587,9.132301119845536
8a1e92990837fff,Cagliari,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.24592344994578,9.130934207863243
8a1e929908f7fff,Cagliari,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,39.24331082969965,9.133303599692518
8a1e92994717fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.24920684126563,9.118282148794986
8a1e92992c6ffff,Cagliari,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,39.219606387994645,9.117401026061742
8a1e929909affff,Cagliari,6,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,39.24618716597609,9.129405229801286
8a1e929945b7fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.249229319533356,9.10536278217497
8a1e92992247fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.21500158198572,9.137691341276728
8a1e966c938ffff,Cagliari,6,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,39.25054579617627,9.097718454841443
8a1e92d68b47fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.18924193241535,9.165536527438174
8a1f9941045ffff,Pavia,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.19495363855426,9.1277130191813
8a1f99410737fff,Pavia,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.1967257426242,9.130090639259386
8a1f9941e40ffff,Pavia,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,45.18132671255054,9.173489725648933
8a1f994132dffff,Pavia,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,45.17957056033397,9.163364461990682
8a1f9941e927fff,Pavia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,45.199088252520156,9.174036454831478
8a1f9941eaeffff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.19238949459464,9.19223405196063
8a1f9941172ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.200439516868535,9.1641979210357
8a1f99413237fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.183354278072095,9.158735299182952
8a1f9941320ffff,Pavia,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,45.18290389007537,9.162014020804458
8a1f9941b897fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.177661550243364,9.222965757718894
8a1f9941339ffff,Pavia,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,45.18158247390065,9.156357064782894
8a1f99410797fff,Pavia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45.192732220335,9.12861423836819
8a1f994100e7fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.2004944592613,9.133206741163482
8a1f994100d7fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19849778869045,9.132468395795273
8a1f9941038ffff,Pavia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,45.19959557306656,9.139764966098813
8a1f9941e51ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.18288861203022,9.16976085405442
8a1f9941054ffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19828563725558,9.126361105267653
8a1f9941e1b7fff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.18754282626242,9.174068434296418
8a1f99416167fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.20276186388117,9.101318948692466
8a1f994020cffff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.22238500666246,9.180083316510935
8a1f99410ac7fff,Pavia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.20558539268324,9.141980786588304
8a1f9941ab37fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.179488108766,9.202100598718433
8a1f994aca27fff,Pavia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45.17183651401615,9.143279213261554
8a1f99410187fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.20139292915835,9.126648608082949
8a1f99410027fff,Pavia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45.202940374223594,9.13066595734693
8a1f994100c7fff,Pavia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.19938378996852,9.13365732523603
8a1f99411157fff,Pavia,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,45.206879420552994,9.16313615138763
8a1e92996577fff,Cagliari,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.23163719724632,9.098753055782675
8a1e92996337fff,Cagliari,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,39.235785234303876,9.113045238510121
8a1e9299206ffff,Cagliari,5,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,39.21775990086294,9.12810030987009
8a1e929920a7fff,Cagliari,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,39.214644321384924,9.120610336761356
8a1e929909b7fff,Cagliari,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.24554014805326,9.126767567089422
8a1e9299549ffff,Cagliari,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,39.247864094095966,9.13884775302933
8a1e92992c0ffff,Cagliari,37,0,1,1,20,4,0,1,1,1,0,0,2,0,0,0,3,3,39.218048353357254,9.113656279935435
8a1e92d6cad7fff,Cagliari,5,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,39.20102191162107,9.148424207461872
8a1e92d6d417fff,Cagliari,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,39.19356079377527,9.159692827690556
8a1e929929b7fff,Cagliari,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.224568114929,9.114191424420884
8a1e92992177fff,Cagliari,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39.219725983563976,9.12309468545562
8a1e92d6c827fff,Cagliari,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39.207570346827126,9.136046104822222
8a1e92996107fff,Cagliari,7,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,39.237366079983076,9.10387313955035
8a1e92992527fff,Cagliari,18,0,0,0,7,2,1,1,0,2,0,0,1,0,0,0,1,3,39.213877489867855,9.112280677672768
8a1e92992ca7fff,Cagliari,10,0,1,0,6,0,0,0,1,1,0,0,0,0,1,0,0,0,39.216490218192554,9.109911746539261
8a1e92990957fff,Cagliari,14,0,0,0,2,0,0,0,1,2,9,0,0,0,0,0,0,0,39.24774480405669,9.133151765262287
8a1e92992d87fff,Cagliari,5,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,39.21792832894853,9.107963059196429
8a1e92992577fff,Cagliari,18,0,0,0,12,0,1,0,0,3,0,0,0,0,0,0,2,0,39.213350106648434,9.115337333684256
8a1e929904f7fff,Cagliari,4,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,39.228714341623274,9.128484513460613
8a1e92992aaffff,Cagliari,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,39.22075606764098,9.129896961297263
8a1e92996b0ffff,Cagliari,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.24347859485067,9.113160040275584
8a1e92992c57fff,Cagliari,8,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,39.21778468010417,9.115184684480514
8a1e9299255ffff,Cagliari,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,39.2119117729262,9.117285890726258
8a1e9299211ffff,Cagliari,6,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,39.21790435324129,9.120878150960085
8a1e92d6c027fff,Cagliari,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.19934652521653,9.138985860495685
8a1e92996a4ffff,Cagliari,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.24125005793817,9.119695729514612
8a1e92d6d817fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.20816011227516,9.164515974432563
8a1e92d6d857fff,Cagliari,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20854174024394,9.168681987489268
8a1e92996177fff,Cagliari,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,39.23801353951961,9.106510039715156
8a1e92996c4ffff,Cagliari,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39.23671856851013,9.101236318668319
8a1e929968affff,Cagliari,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,39.24088891168422,9.102611668240298
8a1e92992d37fff,Cagliari,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,39.22118820130387,9.108230406803841
8a1e9299604ffff,Cagliari,7,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,39.23487439616128,9.111936927185605
8a1e92d65a47fff,Cagliari,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39.220540840226555,9.105593958134843
8a1e9299282ffff,Cagliari,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.225598755872106,9.120993602209113
8a1e9299458ffff,Cagliari,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.24870256904378,9.108420548346588
8a1e92d6c88ffff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20313517792576,9.136197732425627
8a1e92990b8ffff,Cagliari,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.24316617441449,9.14052830401419
8a1e9299665ffff,Cagliari,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39.22574259042734,9.113771111607692
8a1e92992b1ffff,Cagliari,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,39.224279888479124,9.128636540682708
8a1e92993da7fff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2217857910767,9.136699667816794
8a1e92d65a67fff,Cagliari,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39.22171528985857,9.105173573893106
8a1e92996287fff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.22991318868123,9.115146975474833
8a1e92992057fff,Cagliari,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,39.215938328429814,9.12588365658841
8a1e92d6d4affff,Cagliari,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.19238571217231,9.160112509172077
8a1e92992d57fff,Cagliari,5,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,39.220397397333606,9.112815693850338
8a1e92d6d4f7fff,Cagliari,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.19212123558281,9.16164076705788
8a1e9299242ffff,Cagliari,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,39.21100090393127,9.116177801352833
8a1e92992107fff,Cagliari,6,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,39.21907893434001,9.120457939265616
8a1e92d6c817fff,Cagliari,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.20548480176085,9.135357757848858
8a1e9299289ffff,Cagliari,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,39.22051722730106,9.118509241338055
8a1e92d65a4ffff,Cagliari,7,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,39.220277294209076,9.107122354825233
8a1e92992607fff,Cagliari,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,39.20824334895115,9.125767798094035
8a1e9299616ffff,Cagliari,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39.23866094711348,9.109147019155106
8a1e92d6dcd7fff,Cagliari,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,39.199171605861174,9.159122633910854
8a1e929900cffff,Cagliari,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,39.234561544819464,9.139302389590869
8a1e9299215ffff,Cagliari,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.218287582712726,9.125043346622805
8a1e92990d8ffff,Cagliari,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,39.23863764200157,9.122065165103553
8a1e92996c47fff,Cagliari,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,39.236981930398954,9.09970768043633
8a1e9299610ffff,Cagliari,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.23710266277026,9.105401810141323
8a1e92992bb7fff,Cagliari,6,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,39.22272215558195,9.124891156449259
8a1e929921affff,Cagliari,11,0,1,0,5,0,2,0,0,0,0,0,1,0,1,0,1,0,39.21699352343811,9.119769928195586
8a1e9299284ffff,Cagliari,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39.224807503906334,9.125579350287849
8a1e92992b97fff,Cagliari,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,39.221547574831774,9.125311338575592
8a1e92d6c9a7fff,Cagliari,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,39.207187603477514,9.1318810832409
8a1e92990897fff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2417532011835,9.129557242073252
8a1e92996047fff,Cagliari,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39.2351379178327,9.11040825374533
8a1e92992db7fff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.218191901263225,9.106434697008398
8a1e92d6c357fff,Cagliari,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,39.19840773760034,9.150792163593227
8a1e92996317fff,Cagliari,6,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,39.234610851663305,9.113465605647033
8a1e92992987fff,Cagliari,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,39.224304474915634,9.115719942534382
8a1e9299642ffff,Cagliari,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39.229288549158056,9.099594041345087
8a1e92d6ca27fff,Cagliari,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,39.20572152668971,9.146744771302137
8a1e9299688ffff,Cagliari,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39.23971464769856,9.103032168551428
8a1e92996887fff,Cagliari,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,39.23997801577532,9.101503468480264
8a1e9299059ffff,Cagliari,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,39.22950564127478,9.123898513193945
8a1e92992007fff,Cagliari,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39.216465971570585,9.122826782384013
8a1e92996307fff,Cagliari,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,39.23552168012931,9.11457393925163
8a1e92d6c937fff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20927312832608,9.132569348727623
8a1e92d652effff,Cagliari,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39.21023383967834,9.107848735778516
8a1e929929affff,Cagliari,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39.22521531387343,9.116828187365378
8a1e9299200ffff,Cagliari,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,39.216202161409406,9.124355216985286
8a1e92d6c95ffff,Cagliari,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.208217031643954,9.138682871759435
8a1e92d6c80ffff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.20613149296778,9.137994448234116
8a1e92d6c907fff,Cagliari,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.209009138379876,9.134097722006457
8a1e92d6532ffff,Cagliari,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,39.21545909196843,9.103110830147267
8a1e9299218ffff,Cagliari,7,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2,0,39.21581892902533,9.12019013741219
8a1e92992537fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.212966591943974,9.111172647718233
8a1e92990977fff,Cagliari,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,39.24891921152193,9.132731543597563
8a1e92992c37fff,Cagliari,13,0,1,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,39.218575631410765,9.110599485898137
8a1e92992ceffff,Cagliari,6,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,39.21661012512452,9.115604945465298
8a1e92992687fff,Cagliari,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,39.20524698418147,9.12397157636276
8a1e92992d8ffff,Cagliari,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,39.21766473381731,9.109491426409233
8a1e92992c27fff,Cagliari,7,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,39.21948651925003,9.111707575045049
8a1e966cb34ffff,Cagliari,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.232953764978056,9.091110421960284
8a1e92992a17fff,Cagliari,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39.22193068781824,9.129476830960282
8a1e929928e7fff,Cagliari,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,39.223249686647016,9.121834065114074
8a1e9299292ffff,Cagliari,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,39.22821145087411,9.118624492623368
8a1e9299285ffff,Cagliari,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,39.22389672309995,9.12447096445449
8a1e929964cffff,Cagliari,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,39.22550202994256,9.102383901277884
8a1e92992037fff,Cagliari,5,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,39.216729758913445,9.12129835278673
8a1e92992197fff,Cagliari,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,39.21517183455566,9.117553571631307
8a1e9299281ffff,Cagliari,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,39.223513417946684,9.120305526954596
8a1e92996187fff,Cagliari,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,39.234369973933774,9.102077299446085
8a1e92992a97fff,Cagliari,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39.21893453444555,9.127680174608999
8a1e92992b37fff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.22571827494312,9.126687765780114
8a1e929961affff,Cagliari,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.23528087997584,9.103185440007147
8a1e92d65b6ffff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.22406414941852,9.10433277579821
8a1e92996a1ffff,Cagliari,9,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,39.23995560644844,9.114421215830136
8a1e92992897fff,Cagliari,6,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,39.220780929573685,9.116980769983527
8a1e9299602ffff,Cagliari,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,39.23566489269635,9.107350921936836
8a1e9299e4f7fff,Cagliari,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,39.213094241636306,9.174226956472081
8a1e92992a07fff,Cagliari,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.22284143967357,9.130585276184227
8a1e92d68d5ffff,Cagliari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.183543350818084,9.14750017132087
8a1e92d65b57fff,Cagliari,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,39.222242287140666,9.102116761098687
8a1e92990b27fff,Cagliari,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,39.24760025764386,9.140376817855689
8a1e9299632ffff,Cagliari,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39.236432498824556,9.115682302524519
8a1e92990d37fff,Cagliari,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,39.2421608276596,9.120804248528309
8a1e929966e7fff,Cagliari,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,39.22509532649199,9.111134403246673
8a1e92992367fff,Cagliari,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,39.21878968222536,9.134902697645206
8a1e92992ac7fff,Cagliari,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.22022828207118,9.132954068088548
8a1e92992c87fff,Cagliari,11,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,1,2,39.21531568933809,9.110332056800567
8a1e92992d17fff,Cagliari,7,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,39.22001372537392,9.108650756541818
8a1e92990b87fff,Cagliari,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,39.24343004060592,9.138999313286625
